"base_face","afrocentricity","attractive","competent","dominant","intelligent","masculinity","skin_tone","trustworthy","warm"
"ambiguous_race_sex",56.327731092437,4.26890756302521,4.56302521008403,4.30252100840336,4.61344537815126,50.672268907563,53.3361344537815,4.34453781512605,3.90756302521008
"new_biracial_female",51.9661016949153,4.80672268907563,4.61344537815126,4.00840336134454,4.6218487394958,17.1344537815126,48.7203389830508,4.36974789915966,4.20168067226891
"new_biracial_male",55.4117647058824,4.28571428571429,4.52100840336134,4.63865546218487,4.47058823529412,80.7142857142857,51.781512605042,4.14285714285714,3.9327731092437
"new_black_female",88.6134453781513,4.69747899159664,4.70588235294118,4.0672268907563,4.71428571428571,16.0924369747899,83.7731092436975,4.63025210084034,4.3781512605042
"new_black_male",88.6050420168067,4.57983193277311,4.74789915966387,4.94117647058824,4.65546218487395,89.7731092436975,83.2773109243697,4.40336134453782,4.02521008403361
"new_white_female",12.2352941176471,4.42016806722689,4.49579831932773,3.88235294117647,4.42016806722689,12.0336134453782,12.7731092436975,4.15126050420168,3.91596638655462
"new_white_male",10.109243697479,4.31932773109244,4.5,4.69747899159664,4.51260504201681,85.5714285714286,11.4789915966387,4.07563025210084,3.71428571428571
"OG_biracial_male",79.3025210084034,4.32773109243697,4.43697478991597,4.4453781512605,4.49579831932773,83.5,72.5042016806723,4.21848739495798,4.14285714285714
