StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,OG_BI_male_afro_1,OG_BI_male_skin_1,OG_BI_male_masc_1,OG_BI_male_traits_1,OG_BI_male_traits_2,OG_BI_male_traits_3,OG_BI_male_traits_4,OG_BI_male_traits_5,OG_BI_male_traits_6,OG_BI_male_traits_DO,N_Biracial_male_afro_1,N_Biracial_male_skin_1,N_Biracial_male_masc_1,N_Biracial_male_trai_1,N_Biracial_male_trai_2,N_Biracial_male_trai_3,N_Biracial_male_trai_4,N_Biracial_male_trai_5,N_Biracial_male_trai_6,BI_female_afro_1,BI_female_skin_1,BI_female_masc_1,BI_female_traits_1,BI_female_traits_2,BI_female_traits_3,BI_female_traits_4,BI_female_traits_5,BI_female_traits_6,BI_female_traits_DO,Black_female_afro_1,Black_female_skin_1,Black_female_masc_1,Black_female_traits_1,Black_female_traits_2,Black_female_traits_3,Black_female_traits_4,Black_female_traits_5,Black_female_traits_6,Black_female_traits_DO,White_female_afro_1,White_female_skin_1,White_female_masc_1,White_female_traits_1,White_female_traits_2,White_female_traits_3,White_female_traits_4,White_female_traits_5,White_female_traits_6,White_female_traits_DO,Black_male_afro_1,Black_male_skin_1,Black_male_masc_1,Black_male_traits_1,Black_male_traits_2,Black_male_traits_3,Black_male_traits_4,Black_male_traits_5,Black_male_traits_6,Black_male_traits_DO,White_male_afro_1,White_male_skin_1,White_male_masc_1,White_male_traits_1,White_male_traits_2,White_male_traits_3,White_male_traits_4,White_male_traits_5,White_male_traits_6,White_male_traits_DO,Ambig_afro_1,Ambig_skin_1,Ambig_masc_1,Ambig_traits_1,Ambig_traits_2,Ambig_traits_3,Ambig_traits_4,Ambig_traits_5,Ambig_traits_6,Ambig_traits_DO,bot_check,random_response,age,race,race_8_TEXT,race_9_TEXT,gender,gender_4_TEXT,FL_10_DO,consent_DO,OG_male_Biracial_base_face_DO,New_Biracial_male_base_face_DO,BI_female_base_face_DO,Black_female_base_face_DO,White_female_base_face_DO,Black_male_base_face_DO,White_male_base_face_DO,Ambig_base_face_DO,demos_DO
4/27/23 18:17,4/27/23 18:23,0,73.7.136.171,100,340,1,4/27/23 18:23,R_Ads5P1oAT58tJgR,,,,,33.933,-84.604,anonymous,EN,1,100,83,100,4,4,4,4,4,4,3|4|5|2|6|1,88,81,100,6,4,4,4,4,4,86,71,0,6,4,4,4,4,4,1|2|3|4|5|6,100,100,0,4,4,4,4,4,4,4|5|2|6|3|1,13,13,0,5,4,4,4,4,4,6|1|5|4|2|3,98,100,100,6,4,4,4,4,4,2|6|4|1|3|5,0,0,100,6,4,4,4,4,4,6|1|2|4|3|5,26,39,68,6,4,4,4,4,4,3|2|4|6|1|5,I looked at how they looked and answered the questions,2,24,1,,,1,,Ambig_base_face|White_male_base_face|White_female_base_face|BI_female_base_face|New_Biracial_male_base_face|Black_male_base_face|Black_female_base_face|OG_male_Biracial_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,random_response|age|race|gender
4/27/23 18:19,4/27/23 18:23,0,75.7.111.23,100,257,1,4/27/23 18:23,R_3JrY6p0mHdy5kDY,,,,,32.7446,-97.3842,anonymous,EN,1,70,78,73,4,4,4,4,4,4,5|2|1|3|6|4,48,62,80,4,4,4,4,4,4,0,47,0,4,4,4,4,4,4,6|2|5|4|1|3,68,75,7,4,4,4,4,4,4,4|5|2|3|6|1,0,0,0,4,4,4,4,4,4,2|4|1|3|5|6,63,70,72,4,4,4,4,4,4,6|5|3|1|4|2,0,13,72,4,4,4,4,4,4,4|6|5|1|3|2,51,51,43,4,4,4,4,4,4,3|5|4|1|6|2,I based them off of the limited information I had and what the person looked like.,2,24,1,,,2,,New_Biracial_male_base_face|Black_male_base_face|White_male_base_face|OG_male_Biracial_base_face|Black_female_base_face|BI_female_base_face|Ambig_base_face|White_female_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_skin|White_female_masc|White_female_afro|White_female_traits,Black_male_base|Black_male_afro|Black_male_skin|Black_male_masc|Black_male_traits,White_male_base|White_male_afro|White_male_masc|White_male_skin|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_afro|Ambig_masc|Ambig_traits,age|random_response|race|gender
4/27/23 18:21,4/27/23 18:24,0,47.45.144.185,100,205,1,4/27/23 18:24,R_SUACsBKEigaB1v3,,,,,41.1383,-104.8016,anonymous,EN,1,51,62,75,4,5,5,5,3,5,5|3|2|6|4|1,67,51,69,4,4,4,4,4,4,73,46,26,6,5,5,5,6,5,6|4|2|5|3|1,78,80,21,5,5,5,5,5,5,2|1|3|6|5|4,20,19,14,4,4,4,4,4,4,6|5|4|1|3|2,81,54,91,5,5,6,5,6,5,3|1|6|4|2|5,17,17,90,4,4,4,4,3,4,5|1|4|3|2|6,66,59,54,5,5,5,5,5,5,4|2|3|1|6|5,Because of my gut reaction to the face. ,2,23,1,,,3,,Black_female_base_face|OG_male_Biracial_base_face|Black_male_base_face|New_Biracial_male_base_face|BI_female_base_face|Ambig_base_face|White_male_base_face|White_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_masc|Ambig_skin|Ambig_traits,gender|race|random_response|age
4/27/23 18:17,4/27/23 18:25,0,98.183.183.164,100,464,1,4/27/23 18:25,R_2PwkGaqCGbkDj5h,,,,,36.8797,-76.2644,anonymous,EN,1,70,75,80,4,5,5,3,5,4,4|6|3|1|2|5,66,77,63,5,6,5,6,6,5,66,43,66,4,5,4,3,5,4,2|1|4|3|5|6,71,59,75,5,6,6,5,6,6,1|6|2|4|5|3,64,19,22,5,6,6,6,5,5,3|1|5|6|2|4,32,79,67,4,5,4,5,5,5,2|1|4|3|6|5,28,30,75,6,6,5,5,5,6,3|4|5|1|2|6,65,37,30,8,5,5,6,4,6,6|1|4|2|3|5,Base on the faces,2,36,2,,,1,,BI_female_base_face|New_Biracial_male_base_face|White_male_base_face|OG_male_Biracial_base_face|Ambig_base_face|Black_male_base_face|White_female_base_face|Black_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_afro|Black_male_skin|Black_male_masc|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,race|random_response|gender|age
4/27/23 18:19,4/27/23 18:25,0,172.58.149.152,100,335,1,4/27/23 18:25,R_1lot1Y1fKKZG18g,,,,,33.7485,-84.3871,anonymous,EN,1,65,65,70,3,6,3,7,5,5,5|2|6|1|4|3,40,55,70,5,3,4,6,6,6,40,50,25,6,7,5,7,3,5,4|2|1|3|5|6,90,95,0,6,7,3,7,5,7,3|4|6|5|1|2,0,0,0,6,4,4,5,3,5,1|6|2|4|3|5,90,80,85,4,6,5,7,4,7,3|6|2|5|4|1,0,25,80,4,4,7,6,2,5,1|4|2|6|5|3,50,50,35,6,8,2,8,2,8,5|6|1|3|2|4,I just did my best to judge the people based completely on looks,2,25,1,,,3,,Black_male_base_face|White_male_base_face|BI_female_base_face|White_female_base_face|OG_male_Biracial_base_face|Ambig_base_face|Black_female_base_face|New_Biracial_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_afro|White_male_masc|White_male_skin|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,gender|race|random_response|age
4/27/23 18:13,4/27/23 18:27,0,172.74.39.58,100,813,1,4/27/23 18:27,R_3MyQJviU6tLeyYG,,,,,35.4897,-78.7249,anonymous,EN,1,75,70,75,4,5,6,5,3,5,5|4|3|1|2|6,65,65,95,6,6,6,6,6,6,34,60,10,6,6,6,6,6,6,1|2|3|5|4|6,95,90,5,6,6,6,6,6,6,2|3|6|1|5|4,3,10,10,6,6,5,6,6,5,3|6|2|1|4|5,90,85,90,6,6,6,6,6,6,2|4|5|6|1|3,5,5,95,5,6,5,6,6,6,4|1|5|2|6|3,75,75,57,5,6,6,6,6,6,5|1|4|2|3|6,I couldn’t tell from looking at the pictures whether the person was warm or intelligent and I did the best I could to determine the sex and skin to ev,1,53,1,,,2,,White_female_base_face|Ambig_base_face|New_Biracial_male_base_face|White_male_base_face|Black_female_base_face|OG_male_Biracial_base_face|BI_female_base_face|Black_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_skin|White_female_masc|White_female_afro|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_masc|Ambig_skin|Ambig_traits,age|random_response|gender|race
4/27/23 18:22,4/27/23 18:27,0,70.127.221.39,100,301,1,4/27/23 18:27,R_2X503E90UTNQWsV,,,,,27.7363,-82.6654,anonymous,EN,1,70,66,100,4,3,4,3,3,3,3|1|6|4|5|2,36,60,29,4,4,3,3,3,4,65,35,0,5,4,5,5,4,5,4|3|1|5|2|6,100,100,0,5,5,2,4,5,5,4|3|6|2|1|5,0,0,0,6,5,4,5,5,6,3|2|1|5|6|4,100,80,100,5,4,6,4,4,4,2|5|1|3|6|4,0,0,100,4,4,5,5,3,4,3|2|5|6|4|1,30,65,41,4,3,3,4,3,4,3|1|5|6|2|4,I made a best guess of their traits based on their expressions and gut feelings.,2,43,1,,,1,,Ambig_base_face|Black_male_base_face|New_Biracial_male_base_face|Black_female_base_face|BI_female_base_face|OG_male_Biracial_base_face|White_female_base_face|White_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_afro|Black_female_masc|Black_female_skin|Black_female_traits,White_female_base|White_female_skin|White_female_masc|White_female_afro|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,gender|random_response|race|age
4/27/23 18:18,4/27/23 18:27,0,70.124.174.5,100,560,1,4/27/23 18:27,R_3s0mjYzsrAnKvef,,,,,30.2627,-97.7467,anonymous,EN,1,91,88,88,6,4,4,4,4,4,6|2|3|4|5|1,80,77,99,3,4,4,4,4,4,34,43,7,5,4,5,4,3,4,3|1|2|6|5|4,96,93,3,2,4,4,4,4,4,1|3|6|5|2|4,3,7,3,6,4,4,4,3,4,4|2|3|6|1|5,95,93,96,5,4,5,4,4,4,2|5|1|4|3|6,25,14,94,6,4,4,4,4,4,4|2|5|3|6|1,66,62,67,5,4,4,4,4,4,3|6|4|2|1|5,"I went with my gut on the questions about their physical features, but for the most part did not feel comfortable making assumptions about people's personalities based on their looks.",2,24,1,,,2,,OG_male_Biracial_base_face|White_male_base_face|Black_female_base_face|New_Biracial_male_base_face|Ambig_base_face|White_female_base_face|Black_male_base_face|BI_female_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,race|age|random_response|gender
4/27/23 18:22,4/27/23 18:28,0,108.24.127.3,100,332,1,4/27/23 18:28,R_3Dvyj4Zx5ZrGukJ,,,,,39.884,-74.9721,anonymous,EN,1,75,67,91,2,4,3,4,3,4,1|6|3|2|4|5,66,35,90,2,4,3,4,3,4,36,45,36,4,4,3,4,3,4,6|5|1|3|2|4,89,90,18,4,4,3,4,4,4,5|2|4|1|3|6,20,7,16,2,4,4,4,2,4,5|4|6|2|1|3,90,93,95,2,4,5,4,3,4,1|2|6|3|5|4,7,9,96,3,4,3,4,4,4,4|6|5|2|1|3,37,24,50,2,4,3,4,2,4,5|3|1|4|6|2,"Some things I was able to answer based on my perception, and other things, like internal traits, I could not judge without knowing the person. ",2,26,1,,,3,,OG_male_Biracial_base_face|White_female_base_face|Black_male_base_face|White_male_base_face|Black_female_base_face|BI_female_base_face|New_Biracial_male_base_face|Ambig_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_skin|Black_female_masc|Black_female_afro|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_afro|Ambig_masc|Ambig_traits,age|gender|random_response|race
4/27/23 18:27,4/27/23 18:30,0,100.6.157.92,100,172,1,4/27/23 18:30,R_2VqYey8fy5Omlpu,,,,,40.4047,-80.0132,anonymous,EN,1,72,62,67,4,4,4,4,4,4,5|3|4|1|2|6,49,56,56,5,5,3,4,4,4,21,18,23,5,4,5,5,5,5,3|2|5|6|4|1,77,73,18,5,5,5,5,5,5,2|1|3|6|4|5,21,17,18,5,5,3,6,6,6,5|3|2|6|1|4,75,76,75,5,5,5,6,4,5,1|6|3|5|2|4,18,13,81,4,4,5,4,4,4,3|1|4|2|6|5,64,67,55,5,4,3,5,5,4,1|4|3|5|2|6,I answered based on the images that I was presented with,2,25,1,,,2,,Ambig_base_face|Black_male_base_face|New_Biracial_male_base_face|Black_female_base_face|White_male_base_face|White_female_base_face|OG_male_Biracial_base_face|BI_female_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,random_response|race|age|gender
4/27/23 18:24,4/27/23 18:31,0,99.131.19.109,100,447,1,4/27/23 18:31,R_3PHWAmTsozvKfk3,,,,,31.5844,-90.4486,anonymous,EN,1,70,35,98,6,6,5,6,6,5,1|3|2|6|4|5,55,60,75,4,4,5,4,3,4,45,60,2,4,4,3,4,5,3,3|1|6|4|5|2,80,51,10,4,3,3,4,3,3,1|3|5|2|6|4,22,30,1,4,5,3,4,6,4,4|2|1|3|6|5,80,65,85,5,4,5,4,6,4,2|4|6|3|5|1,25,40,90,5,4,5,5,4,5,3|6|2|5|1|4,60,55,65,3,4,3,4,5,4,1|6|3|5|2|4,I look at the expression on the person face,2,65,2,,,1,,OG_male_Biracial_base_face|Black_female_base_face|White_female_base_face|New_Biracial_male_base_face|White_male_base_face|Black_male_base_face|Ambig_base_face|BI_female_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,age|random_response|race|gender
4/27/23 18:25,4/27/23 18:31,0,107.77.234.99,100,365,1,4/27/23 18:31,R_ULVD4Nec4Gg7ZND,,,,,33.7485,-84.3871,anonymous,EN,1,70,73,92,2,2,4,4,3,3,6|5|4|3|1|2,60,50,67,3,4,3,4,4,4,83,68,10,5,5,5,5,5,5,1|2|3|6|5|4,100,100,13,4,5,6,5,4,5,6|2|3|1|5|4,0,0,8,5,5,4,5,5,5,3|4|6|2|5|1,100,100,96,5,5,5,5,5,5,1|2|5|6|3|4,0,0,89,5,5,5,5,5,5,4|3|6|2|1|5,54,59,39,3,4,4,4,4,4,5|2|4|1|6|3,I made these choices based on a gut feeling. The faces that were blurred and mixed got lower scores. They just looked off.,2,32,1,,,1,,White_female_base_face|BI_female_base_face|Ambig_base_face|White_male_base_face|Black_female_base_face|New_Biracial_male_base_face|OG_male_Biracial_base_face|Black_male_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_masc|Black_female_skin|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,gender|random_response|race|age
4/27/23 18:23,4/27/23 18:32,0,207.237.64.170,100,516,1,4/27/23 18:32,R_2dgaXPfqU9GxrHY,,,,,40.7205,-73.8796,anonymous,EN,1,100,80,100,4,4,3,4,5,5,4|5|6|2|3|1,49,51,51,5,5,5,5,6,6,,,0,3,5,2,5,6,4,5|4|2|3|6|1,51,67,8,6,6,6,6,6,4,1|2|3|5|4|6,12,51,10,6,6,5,6,6,6,2|4|3|6|1|5,87,91,89,6,4,6,5,4,5,1|3|4|6|5|2,28,24,85,4,3,6,3,1,4,1|4|3|6|2|5,75,79,47,5,6,8,6,4,6,1|5|3|2|4|6,i looked at the person and used my stereotypical knowledge ,2,24,1,,,2,,White_male_base_face|OG_male_Biracial_base_face|BI_female_base_face|Ambig_base_face|Black_female_base_face|Black_male_base_face|White_female_base_face|New_Biracial_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|gender|race|random_response
4/27/23 18:25,4/27/23 18:32,0,70.44.253.174,100,411,1,4/27/23 18:32,R_2s5XRJuFJMtNV1m,,,,,41.2652,-75.8523,anonymous,EN,1,60,64,66,5,5,6,6,4,6,1|3|4|6|2|5,52,42,66,5,6,5,6,4,7,43,44,39,5,5,4,6,4,7,6|2|3|4|1|5,100,84,46,5,6,4,6,5,7,6|2|4|5|3|1,0,0,45,5,6,4,5,4,7,6|1|4|5|2|3,100,100,100,5,4,7,6,3,7,3|4|2|1|5|6,0,0,82,5,5,7,5,4,7,6|2|5|1|4|3,50,50,50,4,6,4,6,4,6,5|2|1|3|4|6,I looked at their eyes. ,2,,1,,,2,,Black_female_base_face|White_female_base_face|White_male_base_face|Black_male_base_face|New_Biracial_male_base_face|Ambig_base_face|BI_female_base_face|OG_male_Biracial_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,race|age|random_response|gender
4/27/23 18:29,4/27/23 18:33,0,96.41.238.167,100,218,1,4/27/23 18:33,R_2fAHHxKWIGXjfNZ,,,,,42.5232,-88.2573,anonymous,EN,1,70,82,72,4,4,4,4,4,4,1|2|5|3|4|6,29,30,81,4,4,4,4,4,4,50,58,50,4,4,4,4,4,4,6|1|3|4|2|5,82,75,20,4,4,4,4,4,4,4|2|5|6|1|3,17,15,19,4,4,4,4,4,4,2|1|3|4|6|5,73,75,80,4,4,4,4,4,4,1|4|5|2|3|6,0,15,90,4,4,4,4,4,4,3|6|2|5|4|1,56,55,30,4,4,4,4,4,4,4|2|6|5|1|3,By looking at them. I made neutral responses to the questions about their character because i'm given no information about them,2,21,1,,,1,,Black_female_base_face|New_Biracial_male_base_face|Black_male_base_face|White_male_base_face|Ambig_base_face|BI_female_base_face|White_female_base_face|OG_male_Biracial_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|gender|race|random_response
4/27/23 18:30,4/27/23 18:33,0,172.58.85.69,100,204,1,4/27/23 18:33,R_2vY6SGH2DdPzewE,,,,,44.9427,-93.2871,anonymous,EN,1,59,64,74,3,4,4,6,2,5,1|4|5|3|2|6,31,57,71,3,5,4,4,5,5,46,56,56,4,2,5,4,5,5,1|4|2|6|5|3,75,89,11,4,5,3,4,4,5,3|5|6|1|4|2,9,16,13,5,3,6,4,3,5,4|1|2|3|5|6,68,59,64,5,5,2,2,5,5,6|2|1|5|4|3,15,26,72,5,4,6,5,3,5,3|2|6|5|4|1,60,59,51,4,4,2,6,6,5,6|5|2|3|4|1,Mostly determined on the looks of the person and past experience with people similar ,2,34,1,,,1,,Black_female_base_face|New_Biracial_male_base_face|White_male_base_face|BI_female_base_face|Ambig_base_face|Black_male_base_face|OG_male_Biracial_base_face|White_female_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,random_response|race|age|gender
