StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,OG_BI_male_afro_1,OG_BI_male_skin_1,OG_BI_male_masc_1,OG_BI_male_traits_1,OG_BI_male_traits_2,OG_BI_male_traits_3,OG_BI_male_traits_4,OG_BI_male_traits_5,OG_BI_male_traits_6,OG_BI_male_traits_DO,N_Biracial_male_afro_1,N_Biracial_male_skin_1,N_Biracial_male_masc_1,N_Biracial_male_trai_1,N_Biracial_male_trai_2,N_Biracial_male_trai_3,N_Biracial_male_trai_4,N_Biracial_male_trai_5,N_Biracial_male_trai_6,BI_female_afro_1,BI_female_skin_1,BI_female_masc_1,BI_female_traits_1,BI_female_traits_2,BI_female_traits_3,BI_female_traits_4,BI_female_traits_5,BI_female_traits_6,BI_female_traits_DO,Black_female_afro_1,Black_female_skin_1,Black_female_masc_1,Black_female_traits_1,Black_female_traits_2,Black_female_traits_3,Black_female_traits_4,Black_female_traits_5,Black_female_traits_6,Black_female_traits_DO,White_female_afro_1,White_female_skin_1,White_female_masc_1,White_female_traits_1,White_female_traits_2,White_female_traits_3,White_female_traits_4,White_female_traits_5,White_female_traits_6,White_female_traits_DO,Black_male_afro_1,Black_male_skin_1,Black_male_masc_1,Black_male_traits_1,Black_male_traits_2,Black_male_traits_3,Black_male_traits_4,Black_male_traits_5,Black_male_traits_6,Black_male_traits_DO,White_male_afro_1,White_male_skin_1,White_male_masc_1,White_male_traits_1,White_male_traits_2,White_male_traits_3,White_male_traits_4,White_male_traits_5,White_male_traits_6,White_male_traits_DO,Ambig_afro_1,Ambig_skin_1,Ambig_masc_1,Ambig_traits_1,Ambig_traits_2,Ambig_traits_3,Ambig_traits_4,Ambig_traits_5,Ambig_traits_6,Ambig_traits_DO,bot_check,random_response,age,race,race_8_TEXT,race_9_TEXT,gender,gender_4_TEXT,FL_10_DO,consent_DO,OG_male_Biracial_base_face_DO,New_Biracial_male_base_face_DO,BI_female_base_face_DO,Black_female_base_face_DO,White_female_base_face_DO,Black_male_base_face_DO,White_male_base_face_DO,Ambig_base_face_DO,demos_DO
4/27/23 18:31,4/27/23 18:33,0,67.1.165.212,100,163,1,4/27/23 18:33,R_27jImmz5X6p1uWe,,,,,32.213,-110.8279,anonymous,EN,1,68,44,67,4,4,4,4,4,4,2|4|6|3|5|1,77,59,66,4,4,4,4,4,4,37,28,29,4,4,4,4,4,4,6|1|2|4|3|5,77,80,25,4,4,4,4,4,4,2|6|1|5|3|4,26,38,10,4,4,4,4,4,4,4|1|3|5|6|2,80,71,78,4,4,4,4,4,4,5|4|1|6|3|2,13,23,78,4,4,4,4,4,4,1|6|3|2|4|5,80,75,80,4,4,4,4,4,4,5|3|1|4|2|6,based on my sense of sight,2,33,1,,,1,,Black_male_base_face|OG_male_Biracial_base_face|BI_female_base_face|White_female_base_face|White_male_base_face|Ambig_base_face|New_Biracial_male_base_face|Black_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,race|random_response|age|gender
4/27/23 18:28,4/27/23 18:34,0,108.226.6.135,100,349,1,4/27/23 18:34,R_3lSKbh3OIHta7Y0,,,,,38.9093,-90.16,anonymous,EN,1,65,70,70,4,4,4,4,4,4,2|6|5|4|3|1,50,50,85,4,4,4,4,4,4,50,45,20,4,4,4,4,4,4,1|6|4|3|5|2,79,80,20,4,4,4,4,4,4,6|1|4|2|3|5,25,30,30,4,4,4,4,4,4,5|1|6|3|4|2,75,82,80,4,4,4,4,4,4,1|5|2|6|3|4,40,40,75,4,4,4,4,4,4,2|1|5|6|3|4,55,65,50,4,4,4,4,4,4,1|5|4|3|6|2,I looked at the pictures and judged them based off of their appearance.,2,29,1,,,1,,New_Biracial_male_base_face|White_male_base_face|Black_female_base_face|White_female_base_face|OG_male_Biracial_base_face|Black_male_base_face|Ambig_base_face|BI_female_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_afro|Ambig_masc|Ambig_traits,race|age|random_response|gender
4/27/23 18:24,4/27/23 18:34,0,75.130.206.23,100,569,1,4/27/23 18:34,R_2BtUx2xyTcmpwhc,,,,,35.5947,-82.5545,anonymous,EN,1,64,62,61,6,5,4,5,6,5,4|2|6|5|3|1,58,44,64,4,4,4,4,3,4,63,64,23,6,5,4,6,5,6,3|6|4|2|1|5,93,89,23,7,6,4,7,6,6,4|1|2|6|3|5,10,6,22,6,5,4,6,5,6,6|4|2|5|3|1,78,71,74,4,4,5,4,3,4,2|3|6|1|4|5,10,13,29,4,4,4,3,3,4,4|6|3|1|5|2,56,57,32,5,5,5,5,5,5,4|2|5|1|3|6,I just looked at the faces and gave my impressions,2,59,1,,,2,,OG_male_Biracial_base_face|Ambig_base_face|Black_male_base_face|White_female_base_face|BI_female_base_face|White_male_base_face|Black_female_base_face|New_Biracial_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,age|race|gender|random_response
4/27/23 18:27,4/27/23 18:34,0,174.21.141.64,100,393,1,4/27/23 18:34,R_1kYO0SraH8acesD,,,,,47.6137,-122.3104,anonymous,EN,1,65,70,75,3,5,3,5,2,5,4|3|5|1|6|2,40,40,75,3,5,4,4,5,4,45,55,15,5,5,2,4,6,5,4|5|1|6|3|2,80,80,16,3,5,6,4,4,4,2|3|1|5|6|4,10,15,15,5,5,2,4,5,4,6|3|2|1|4|5,60,65,80,4,5,6,5,3,6,3|6|2|4|5|1,20,15,90,4,4,3,6,4,5,4|5|3|1|2|6,55,61,14,5,4,6,4,4,4,1|6|5|2|3|4,I tried to base my answers on the answer provided. I had no information about the person so I had to stereotype some based on the pictures but most of the answers were difficult to choose,2,25,1,,,1,,Ambig_base_face|Black_female_base_face|Black_male_base_face|White_female_base_face|New_Biracial_male_base_face|White_male_base_face|OG_male_Biracial_base_face|BI_female_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_skin|Black_female_masc|Black_female_afro|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_afro|Black_male_skin|Black_male_masc|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,age|random_response|race|gender
4/27/23 18:23,4/27/23 18:35,0,136.54.63.227,100,739,1,4/27/23 18:35,R_3htkpXCbTGSrgMG,,,,,35.7607,-78.7794,anonymous,EN,1,90,80,90,5,3,5,5,3,4,2|6|3|5|4|1,65,50,85,6,3,5,5,2,5,60,40,5,6,4,5,5,3,4,6|1|5|2|4|3,95,85,5,5,4,5,4,3,4,3|2|1|4|5|6,5,5,5,5,3,5,5,2,5,2|4|1|6|5|3,85,70,98,6,4,6,5,3,5,1|6|5|3|4|2,5,5,96,5,4,6,4,3,4,2|5|6|3|1|4,90,85,90,6,4,5,5,3,4,1|3|6|2|4|5,"Honestly, based on what I saw. I didn't give any of them a good score on 'warm' because they all looked kind of pissed off. Other than that, it was basically how dark was their skin, did they have a wide nose, and gut level reactions to the face.",2,54,1,,,1,,BI_female_base_face|Black_male_base_face|White_male_base_face|OG_male_Biracial_base_face|Black_female_base_face|New_Biracial_male_base_face|White_female_base_face|Ambig_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,random_response|age|race|gender
4/27/23 18:31,4/27/23 18:35,0,204.14.36.211,100,256,1,4/27/23 18:35,R_2wS8e2E4eU5xFR6,,,,,41.9032,-87.6383,anonymous,EN,1,75,78,77,4,5,5,4,5,4,1|5|3|4|2|6,65,71,100,6,6,6,5,4,4,64,60,28,5,4,4,4,5,4,3|1|5|2|6|4,72,69,28,4,4,4,5,5,5,6|5|3|1|4|2,8,8,16,3,2,3,3,2,3,4|6|1|3|2|5,85,91,100,5,4,4,6,5,4,4|2|1|5|3|6,31,22,69,4,3,5,4,3,4,3|1|5|2|4|6,68,68,56,3,4,4,4,4,4,2|6|5|3|1|4,I tried to make split second choices,2,26,1,,,2,,Black_female_base_face|White_female_base_face|New_Biracial_male_base_face|BI_female_base_face|OG_male_Biracial_base_face|Ambig_base_face|Black_male_base_face|White_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_masc|Black_female_skin|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_skin|White_male_afro|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,random_response|age|gender|race
4/27/23 18:33,4/27/23 18:36,0,24.228.171.23,100,206,1,4/27/23 18:36,R_1IzWamTedkjNGXE,,,,,40.8438,-73.8813,anonymous,EN,1,73,66,100,5,4,4,4,5,4,2|5|1|6|3|4,26,38,100,4,4,4,4,4,4,51,52,0,4,4,4,4,4,4,3|1|6|5|4|2,94,89,0,4,5,4,4,5,4,5|2|1|6|4|3,8,6,3,5,4,4,4,4,4,5|2|1|3|4|6,88,91,100,4,4,4,4,5,4,1|3|5|4|6|2,0,0,93,4,4,4,4,4,4,6|4|3|1|2|5,57,58,29,5,4,4,4,4,4,1|2|3|4|6|5,Based on shading and knowledge of features,2,26,1,,,2,,White_female_base_face|OG_male_Biracial_base_face|New_Biracial_male_base_face|Ambig_base_face|Black_male_base_face|Black_female_base_face|White_male_base_face|BI_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_afro|Black_female_masc|Black_female_skin|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,gender|age|random_response|race
4/27/23 18:31,4/27/23 18:37,0,73.142.101.46,100,345,1,4/27/23 18:37,R_qUVUdQQFdJJK2B3,,,,,42.7668,-71.4082,anonymous,EN,1,78,100,65,1,4,3,4,4,4,5|2|6|3|4|1,85,94,78,1,4,5,4,3,4,91,70,25,2,4,5,4,2,4,4|3|1|5|6|2,100,100,31,1,4,6,4,2,4,2|6|3|5|1|4,0,0,31,2,4,5,4,3,4,6|5|4|1|3|2,100,100,99,1,4,5,4,3,4,3|1|2|5|6|4,7,5,89,2,4,4,4,4,4,6|4|3|2|5|1,75,69,70,1,4,5,4,3,4,4|3|6|1|5|2,I looked at whether people looked white or black based on the picture. If they looked mean or tough then I found them to be aggressive.,2,34,1,,,1,,White_female_base_face|OG_male_Biracial_base_face|Black_male_base_face|Ambig_base_face|BI_female_base_face|New_Biracial_male_base_face|Black_female_base_face|White_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_afro|Ambig_masc|Ambig_traits,random_response|age|race|gender
4/27/23 18:33,4/27/23 18:38,0,141.156.231.203,100,290,1,4/27/23 18:38,R_3IW5CjQAc8lXLFd,,,,,38.894,-77.0365,anonymous,EN,1,79,63,72,3,3,3,3,3,3,2|6|3|4|5|1,34,32,71,3,3,3,3,3,3,30,28,23,3,3,3,3,3,3,4|1|6|5|3|2,84,82,21,3,3,3,3,3,3,3|2|1|4|5|6,28,15,18,3,3,3,3,3,3,5|1|2|3|4|6,74,76,75,4,3,3,3,3,3,2|4|1|5|6|3,11,11,81,3,3,3,3,3,3,3|2|4|1|5|6,70,44,44,3,3,3,4,3,3,4|1|3|5|6|2,"I can’t tell anything about their intelligence from this photo. The only thing I can tell (and even then, not well) is attractiveness, so I just picked the same number for all the other traits",2,41,1,,,2,,Ambig_base_face|Black_male_base_face|New_Biracial_male_base_face|White_male_base_face|White_female_base_face|OG_male_Biracial_base_face|Black_female_base_face|BI_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,gender|race|age|random_response
4/27/23 18:30,4/27/23 18:38,0,98.17.158.71,100,453,1,4/27/23 18:38,R_1hSwC9hfoOJfkTD,,,,,36.6482,-90.8094,anonymous,EN,1,84,74,73,4,4,4,5,5,4,4|1|5|3|6|2,69,62,88,3,4,4,4,4,4,68,64,3,5,4,4,4,4,4,6|5|3|2|1|4,100,79,0,4,4,3,5,4,5,1|5|3|6|4|2,0,0,0,5,4,4,4,4,4,3|4|6|5|1|2,100,100,100,4,4,4,4,4,4,3|6|5|2|1|4,0,0,100,4,4,4,5,4,4,1|3|5|6|4|2,68,65,69,4,4,4,4,4,4,1|3|2|6|5|4,Although the photos were black and white and a little blurry it was fairly easy to tell the nationality and gender of each person.,2,49,1,,,2,,Black_female_base_face|OG_male_Biracial_base_face|White_male_base_face|BI_female_base_face|New_Biracial_male_base_face|White_female_base_face|Ambig_base_face|Black_male_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,age|gender|random_response|race
4/27/23 18:33,4/27/23 18:38,0,98.161.25.8,100,324,1,4/27/23 18:38,R_2VPAUqEPwJtv3MS,,,,,41.1523,-96.0371,anonymous,EN,1,100,100,100,4,4,4,4,4,4,4|2|5|3|6|1,0,0,100,3,4,4,4,4,4,50,50,0,3,4,4,4,4,4,6|4|5|3|1|2,100,100,0,5,4,4,4,4,4,6|2|1|3|4|5,0,0,0,5,4,4,4,4,4,5|3|4|2|1|6,100,100,100,5,4,4,4,4,4,5|6|2|3|4|1,0,0,100,5,4,4,4,4,4,5|2|1|4|3|6,65,61,50,3,4,4,4,4,4,1|6|5|2|3|4,I went with my gut instinct.,2,57,1,,,2,,White_female_base_face|Ambig_base_face|White_male_base_face|OG_male_Biracial_base_face|Black_female_base_face|Black_male_base_face|BI_female_base_face|New_Biracial_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,gender|race|age|random_response
4/27/23 18:33,4/27/23 18:38,0,174.209.195.77,100,288,1,4/27/23 18:38,R_3HzhydqFTk2b5Y3,,,,,33.8019,-84.3861,anonymous,EN,1,96,54,100,4,5,6,6,5,6,4|3|5|6|2|1,50,53,92,2,4,6,5,4,5,50,46,41,4,5,6,5,3,5,5|2|4|1|6|3,100,99,8,4,5,5,5,4,5,3|2|5|1|4|6,6,5,3,3,6,4,5,4,6,4|1|3|5|6|2,93,91,92,3,5,6,5,4,5,3|1|2|4|6|5,12,4,92,4,4,5,5,4,5,1|2|6|5|3|4,50,50,50,2,5,2,4,4,5,3|4|2|1|5|6,I did The best I could With what I was given,2,24,1,,,2,,OG_male_Biracial_base_face|White_male_base_face|New_Biracial_male_base_face|White_female_base_face|Black_female_base_face|Ambig_base_face|BI_female_base_face|Black_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_afro|Black_male_skin|Black_male_masc|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|gender|race|random_response
4/27/23 18:34,4/27/23 18:39,0,67.21.186.137,100,278,1,4/27/23 18:39,R_T0MJZNAwbl1r58B,,,,,34.6805,-82.8231,anonymous,EN,1,66,75,69,4,4,4,4,4,4,1|2|6|5|3|4,69,59,80,4,5,4,5,5,5,63,59,16,4,5,5,5,3,5,6|2|3|4|5|1,76,64,33,4,5,3,5,4,5,2|6|5|4|3|1,31,29,24,3,4,3,4,3,3,2|6|3|4|5|1,79,84,83,5,5,4,5,4,5,5|4|1|6|3|2,26,25,73,4,3,5,5,3,5,3|1|2|6|4|5,67,60,68,4,5,4,5,4,5,2|6|4|1|3|5,I tried to make snap judgements based on how their faces made me feel ,2,34,1,,,2,,Ambig_base_face|OG_male_Biracial_base_face|Black_male_base_face|White_female_base_face|White_male_base_face|New_Biracial_male_base_face|BI_female_base_face|Black_female_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,race|random_response|gender|age
4/27/23 18:29,4/27/23 18:39,0,174.199.228.28,100,608,1,4/27/23 18:39,R_2VxcPMRyWPvuSB7,,,,,33.2937,-86.7672,anonymous,EN,1,68,69,74,4,4,4,4,4,4,2|6|1|3|5|4,55,32,89,4,4,4,4,4,4,59,39,26,4,4,4,4,4,4,2|6|4|5|3|1,77,65,22,4,4,4,4,4,4,1|3|5|2|4|6,33,20,16,4,4,4,4,4,4,6|1|2|3|5|4,72,79,82,4,4,4,4,4,4,4|3|5|1|2|6,18,22,79,4,4,4,4,4,4,2|5|1|4|6|3,59,37,50,4,4,4,4,4,4,4|6|1|2|5|3,"I answered the first couple based on the photo itself. I had to everyone even answers for things based on concepts like “intelligence” because I can’t judge that based on appearance, I would need more information than a photo for that.",2,38,8,Father is Native American ,,2,,Black_female_base_face|New_Biracial_male_base_face|Black_male_base_face|White_male_base_face|Ambig_base_face|BI_female_base_face|White_female_base_face|OG_male_Biracial_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,age|race|random_response|gender
4/27/23 18:33,4/27/23 18:40,0,172.58.85.40,100,394,1,4/27/23 18:40,R_2WMChm17WkPLUaT,,,,,44.9427,-93.2871,anonymous,EN,1,75,80,80,3,3,2,2,2,1,2|4|1|3|6|5,75,70,73,3,3,3,4,2,3,79,54,17,3,2,3,2,2,1,3|5|1|2|4|6,90,72,28,3,3,2,2,2,3,6|1|5|2|4|3,14,13,9,1,3,3,2,3,2,4|6|3|5|1|2,80,75,99,1,3,1,2,1,2,5|1|4|3|6|2,1,0,100,4,4,5,4,4,4,6|3|1|5|2|4,50,75,0,1,1,2,4,1,4,6|4|5|1|2|3,By looking at the pictures ,2,33,1,,,2,,White_male_base_face|Ambig_base_face|Black_female_base_face|OG_male_Biracial_base_face|New_Biracial_male_base_face|White_female_base_face|BI_female_base_face|Black_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,gender|age|random_response|race
4/27/23 18:36,4/27/23 18:41,0,208.180.250.218,100,269,1,4/27/23 18:41,R_3UkawJ7WchO9juV,,,,,30.6032,-96.3136,anonymous,EN,1,65,62,65,5,5,4,5,5,5,2|1|6|4|5|3,54,60,75,5,5,4,5,5,5,50,60,16,5,5,4,5,5,5,3|2|1|6|5|4,80,75,10,5,6,4,6,5,6,5|4|3|6|2|1,22,21,15,4,4,4,4,4,4,3|6|1|4|5|2,70,70,100,5,6,4,6,5,6,5|6|4|2|3|1,15,15,77,4,4,4,4,4,4,5|6|2|1|3|4,53,56,50,4,4,4,4,4,4,4|2|3|5|6|1,Based on appearance of facial features,2,41,1,,,2,,Black_male_base_face|Black_female_base_face|OG_male_Biracial_base_face|New_Biracial_male_base_face|BI_female_base_face|Ambig_base_face|White_male_base_face|White_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_afro|White_male_masc|White_male_skin|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,age|race|gender|random_response
